"Gene_ID","Cluster_ID"
"1",117
"2",407
"3",406
"4",308
"5",405
"6",404
"7",403
"8",402
"9",401
"10",400
"11",120
"12",399
"13",398
"14",397
"15",405
"16",396
"17",403
"18",395
"19",394
"20",393
"21",392
"22",168
"23",391
"24",390
"25",389
"26",388
"27",387
"28",386
"29",385
"30",384
"31",400
"32",383
"33",382
"34",332
"35",381
"36",380
"37",379
"38",378
"39",377
"40",376
"41",172
"42",375
"43",374
"44",373
"45",372
"46",371
"47",370
"48",369
"49",368
"50",390
"51",292
"52",367
"53",366
"54",365
"55",175
"56",364
"57",363
"58",362
"59",361
"60",360
"61",359
"62",358
"63",357
"64",356
"65",355
"66",354
"67",353
"68",352
"69",351
"70",350
"71",349
"72",348
"73",347
"74",346
"75",343
"76",345
"77",344
"78",192
"79",343
"80",342
"81",341
"82",7
"83",340
"84",340
"85",339
"86",338
"87",337
"88",336
"89",335
"90",334
"91",333
"92",332
"93",331
"94",330
"95",329
"96",328
"97",327
"98",326
"99",334
"100",325
"101",327
"102",324
"103",323
"104",322
"105",321
"106",320
"107",319
"108",318
"109",317
"110",316
"111",315
"112",314
"113",144
"114",313
"115",312
"116",387
"117",311
"118",310
"119",309
"120",174
"121",308
"122",307
"123",306
"124",305
"125",304
"126",303
"127",302
"128",301
"129",300
"130",299
"131",298
"132",297
"133",296
"134",295
"135",294
"136",293
"137",292
"138",291
"139",290
"140",387
"141",289
"142",288
"143",287
"144",286
"145",285
"146",398
"147",284
"148",283
"149",282
"150",281
"151",306
"152",280
"153",279
"154",278
"155",277
"156",403
"157",276
"158",275
"159",274
"160",273
"161",272
"162",271
"163",269
"164",268
"165",267
"166",266
"167",3
"168",3
"169",265
"170",42
"171",264
"172",263
"173",262
"174",261
"175",260
"176",259
"177",258
"178",257
"179",256
"180",255
"181",254
"182",253
"183",252
"184",144
"185",251
"186",250
"187",249
"188",248
"189",247
"190",342
"191",246
"192",245
"193",244
"194",243
"195",242
"196",241
"197",168
"198",240
"199",239
"200",238
"201",237
"202",236
"203",121
"204",142
"205",235
"206",234
"207",233
"208",232
"209",231
"210",230
"211",229
"212",228
"213",227
"214",226
"215",225
"216",224
"217",223
"218",222
"219",221
"220",220
"221",219
"222",218
"223",217
"224",216
"225",215
"226",214
"227",213
"228",212
"229",277
"230",211
"231",210
"232",209
"233",41
"234",208
"235",207
"236",206
"237",205
"238",204
"239",203
"240",202
"241",201
"242",200
"243",130
"244",199
"245",198
"246",295
"247",197
"248",217
"249",196
"250",195
"251",194
"252",193
"253",192
"254",191
"255",190
"256",189
"257",22
"258",22
"259",188
"260",187
"261",186
"262",185
"263",184
"264",303
"265",183
"266",182
"267",181
"268",180
"269",179
"270",178
"271",177
"272",176
"273",175
"274",175
"275",22
"276",174
"277",48
"278",173
"279",172
"280",171
"281",170
"282",400
"283",169
"284",168
"285",167
"286",166
"287",165
"288",164
"289",163
"290",162
"291",161
"292",160
"293",159
"294",158
"295",157
"296",7
"297",156
"298",155
"299",154
"300",153
"301",152
"302",151
"303",261
"304",150
"305",149
"306",148
"307",147
"308",121
"309",146
"310",388
"311",145
"312",142
"313",144
"314",144
"315",143
"316",142
"317",141
"318",140
"319",139
"320",99
"321",138
"322",137
"323",136
"324",135
"325",134
"326",133
"327",132
"328",120
"329",131
"330",130
"331",129
"332",189
"333",128
"334",127
"335",126
"336",125
"337",128
"338",124
"339",123
"340",122
"341",121
"342",120
"343",119
"344",118
"345",386
"346",199
"347",117
"348",116
"349",115
"350",114
"351",113
"352",112
"353",111
"354",306
"355",110
"356",109
"357",108
"358",107
"359",106
"360",105
"361",104
"362",321
"363",103
"364",102
"365",101
"366",100
"367",400
"368",99
"369",98
"370",97
"371",96
"372",95
"373",94
"374",93
"375",92
"376",91
"377",90
"378",89
"379",88
"380",87
"381",86
"382",85
"383",84
"384",83
"385",82
"386",81
"387",80
"388",79
"389",78
"390",77
"391",76
"392",75
"393",74
"394",73
"395",72
"396",71
"397",70
"398",295
"399",69
"400",68
"401",67
"402",66
"403",65
"404",64
"405",63
"406",58
"407",62
"408",61
"409",60
"410",59
"411",58
"412",57
"413",270
"414",56
"415",55
"416",54
"417",53
"418",52
"419",51
"420",50
"421",49
"422",48
"423",47
"424",46
"425",3
"426",45
"427",44
"428",43
"429",358
"430",42
"431",265
"432",3
"433",40
"434",41
"435",40
"436",39
"437",38
"438",37
"439",36
"440",35
"441",34
"442",33
"443",32
"444",31
"445",30
"446",29
"447",28
"448",27
"449",26
"450",25
"451",24
"452",23
"453",22
"454",21
"455",20
"456",19
"457",18
"458",17
"459",16
"460",15
"461",14
"462",13
"463",12
"464",11
"465",10
"466",9
"467",8
"468",7
"469",6
"470",5
"471",4
"472",3
"473",2
"474",1
