"Gene_ID","Cluster_ID"
"1",114
"2",390
"3",389
"4",163
"5",388
"6",387
"7",386
"8",385
"9",384
"10",383
"11",117
"12",382
"13",381
"14",380
"15",388
"16",379
"17",386
"18",378
"19",377
"20",376
"21",375
"22",4
"23",339
"24",374
"25",373
"26",372
"27",371
"28",370
"29",369
"30",368
"31",383
"32",367
"33",200
"34",319
"35",366
"36",365
"37",364
"38",363
"39",362
"40",361
"41",163
"42",360
"43",359
"44",358
"45",357
"46",356
"47",355
"48",354
"49",353
"50",374
"51",281
"52",352
"53",351
"54",139
"55",166
"56",350
"57",349
"58",348
"59",347
"60",346
"61",345
"62",3
"63",344
"64",343
"65",342
"66",341
"67",340
"68",339
"69",338
"70",337
"71",336
"72",335
"73",334
"74",333
"75",330
"76",332
"77",331
"78",183
"79",330
"80",329
"81",328
"82",7
"83",327
"84",327
"85",326
"86",325
"87",324
"88",323
"89",322
"90",321
"91",320
"92",319
"93",318
"94",317
"95",316
"96",315
"97",314
"98",313
"99",321
"100",312
"101",314
"102",311
"103",310
"104",309
"105",308
"106",307
"107",306
"108",305
"109",304
"110",303
"111",302
"112",301
"113",137
"114",300
"115",299
"116",371
"117",298
"118",163
"119",297
"120",165
"121",7
"122",296
"123",295
"124",294
"125",293
"126",292
"127",291
"128",290
"129",289
"130",288
"131",287
"132",286
"133",285
"134",284
"135",283
"136",282
"137",281
"138",280
"139",279
"140",371
"141",278
"142",277
"143",276
"144",275
"145",274
"146",381
"147",273
"148",272
"149",271
"150",270
"151",295
"152",269
"153",268
"154",267
"155",266
"156",386
"157",265
"158",264
"159",263
"160",262
"161",261
"162",260
"163",258
"164",257
"165",256
"166",255
"167",3
"168",3
"169",254
"170",3
"171",253
"172",252
"173",251
"174",250
"175",249
"176",248
"177",247
"178",246
"179",245
"180",244
"181",243
"182",242
"183",241
"184",137
"185",240
"186",239
"187",238
"188",237
"189",236
"190",329
"191",235
"192",234
"193",233
"194",232
"195",231
"196",230
"197",5
"198",227
"199",229
"200",228
"201",227
"202",226
"203",7
"204",7
"205",225
"206",7
"207",224
"208",223
"209",222
"210",221
"211",90
"212",220
"213",219
"214",218
"215",217
"216",216
"217",215
"218",214
"219",213
"220",212
"221",211
"222",210
"223",172
"224",208
"225",207
"226",206
"227",205
"228",204
"229",266
"230",203
"231",202
"232",201
"233",200
"234",199
"235",198
"236",197
"237",196
"238",195
"239",194
"240",193
"241",192
"242",191
"243",126
"244",190
"245",189
"246",284
"247",188
"248",209
"249",187
"250",186
"251",185
"252",184
"253",183
"254",182
"255",181
"256",180
"257",22
"258",22
"259",179
"260",178
"261",177
"262",176
"263",175
"264",292
"265",174
"266",173
"267",172
"268",171
"269",170
"270",169
"271",168
"272",167
"273",166
"274",166
"275",7
"276",165
"277",46
"278",164
"279",163
"280",162
"281",161
"282",383
"283",160
"284",4
"285",159
"286",158
"287",60
"288",157
"289",156
"290",155
"291",154
"292",153
"293",152
"294",151
"295",150
"296",7
"297",149
"298",148
"299",147
"300",146
"301",18
"302",145
"303",250
"304",144
"305",143
"306",142
"307",141
"308",118
"309",140
"310",372
"311",139
"312",138
"313",137
"314",137
"315",136
"316",22
"317",135
"318",126
"319",125
"320",96
"321",134
"322",133
"323",132
"324",131
"325",130
"326",129
"327",128
"328",117
"329",127
"330",126
"331",125
"332",180
"333",124
"334",123
"335",9
"336",122
"337",124
"338",121
"339",120
"340",119
"341",118
"342",117
"343",116
"344",115
"345",370
"346",190
"347",114
"348",113
"349",112
"350",111
"351",110
"352",109
"353",108
"354",295
"355",107
"356",106
"357",105
"358",104
"359",103
"360",102
"361",101
"362",308
"363",100
"364",99
"365",98
"366",97
"367",383
"368",96
"369",95
"370",94
"371",93
"372",92
"373",91
"374",90
"375",89
"376",88
"377",87
"378",86
"379",85
"380",84
"381",83
"382",82
"383",81
"384",80
"385",68
"386",79
"387",78
"388",77
"389",76
"390",75
"391",74
"392",73
"393",72
"394",71
"395",70
"396",69
"397",68
"398",284
"399",67
"400",66
"401",65
"402",64
"403",63
"404",62
"405",61
"406",56
"407",60
"408",59
"409",58
"410",57
"411",56
"412",55
"413",259
"414",54
"415",53
"416",52
"417",51
"418",50
"419",49
"420",48
"421",47
"422",46
"423",45
"424",44
"425",3
"426",43
"427",42
"428",41
"429",3
"430",40
"431",3
"432",40
"433",40
"434",40
"435",40
"436",39
"437",38
"438",37
"439",36
"440",35
"441",34
"442",33
"443",32
"444",31
"445",30
"446",29
"447",28
"448",27
"449",26
"450",25
"451",24
"452",23
"453",22
"454",21
"455",20
"456",19
"457",18
"458",17
"459",16
"460",15
"461",14
"462",13
"463",12
"464",11
"465",10
"466",9
"467",8
"468",7
"469",6
"470",5
"471",4
"472",3
"473",2
"474",1
