"Gene_ID","Cluster_ID"
"1",118
"2",421
"3",420
"4",319
"5",419
"6",418
"7",417
"8",416
"9",415
"10",414
"11",121
"12",413
"13",412
"14",411
"15",419
"16",410
"17",417
"18",409
"19",408
"20",407
"21",406
"22",173
"23",405
"24",404
"25",403
"26",402
"27",401
"28",400
"29",399
"30",398
"31",414
"32",397
"33",396
"34",276
"35",395
"36",394
"37",393
"38",392
"39",391
"40",390
"41",177
"42",389
"43",388
"44",387
"45",386
"46",385
"47",384
"48",383
"49",382
"50",404
"51",381
"52",380
"53",379
"54",378
"55",377
"56",376
"57",375
"58",374
"59",373
"60",372
"61",371
"62",370
"63",369
"64",368
"65",367
"66",366
"67",365
"68",364
"69",363
"70",362
"71",361
"72",360
"73",359
"74",358
"75",355
"76",357
"77",356
"78",200
"79",355
"80",354
"81",353
"82",352
"83",351
"84",351
"85",350
"86",349
"87",348
"88",347
"89",346
"90",345
"91",344
"92",276
"93",343
"94",342
"95",341
"96",340
"97",339
"98",338
"99",345
"100",337
"101",339
"102",336
"103",335
"104",334
"105",333
"106",332
"107",331
"108",330
"109",329
"110",328
"111",327
"112",326
"113",146
"114",325
"115",324
"116",401
"117",323
"118",322
"119",321
"120",320
"121",319
"122",318
"123",317
"124",316
"125",315
"126",314
"127",313
"128",312
"129",311
"130",310
"131",309
"132",308
"133",307
"134",306
"135",305
"136",304
"137",303
"138",302
"139",301
"140",401
"141",300
"142",299
"143",298
"144",297
"145",296
"146",412
"147",295
"148",294
"149",293
"150",292
"151",317
"152",291
"153",290
"154",289
"155",288
"156",417
"157",287
"158",286
"159",285
"160",284
"161",283
"162",282
"163",280
"164",279
"165",278
"166",277
"167",3
"168",276
"169",275
"170",43
"171",274
"172",273
"173",272
"174",271
"175",270
"176",269
"177",268
"178",267
"179",266
"180",265
"181",264
"182",263
"183",262
"184",261
"185",260
"186",259
"187",258
"188",257
"189",256
"190",354
"191",255
"192",254
"193",253
"194",252
"195",251
"196",250
"197",173
"198",249
"199",248
"200",247
"201",246
"202",245
"203",122
"204",196
"205",244
"206",243
"207",242
"208",241
"209",240
"210",239
"211",238
"212",237
"213",236
"214",235
"215",234
"216",233
"217",232
"218",231
"219",230
"220",229
"221",228
"222",227
"223",226
"224",225
"225",224
"226",223
"227",222
"228",221
"229",288
"230",220
"231",219
"232",218
"233",41
"234",217
"235",216
"236",215
"237",214
"238",213
"239",212
"240",211
"241",210
"242",209
"243",208
"244",207
"245",206
"246",306
"247",205
"248",226
"249",204
"250",203
"251",202
"252",201
"253",200
"254",199
"255",198
"256",197
"257",196
"258",195
"259",194
"260",193
"261",192
"262",191
"263",190
"264",314
"265",189
"266",188
"267",187
"268",186
"269",185
"270",184
"271",183
"272",182
"273",181
"274",195
"275",180
"276",179
"277",49
"278",178
"279",177
"280",176
"281",175
"282",414
"283",174
"284",173
"285",172
"286",171
"287",170
"288",169
"289",168
"290",167
"291",166
"292",165
"293",164
"294",163
"295",162
"296",352
"297",161
"298",160
"299",159
"300",158
"301",157
"302",156
"303",271
"304",155
"305",154
"306",153
"307",152
"308",151
"309",150
"310",402
"311",149
"312",148
"313",147
"314",146
"315",145
"316",144
"317",143
"318",142
"319",141
"320",140
"321",139
"322",138
"323",137
"324",136
"325",135
"326",134
"327",133
"328",121
"329",132
"330",131
"331",130
"332",197
"333",129
"334",128
"335",127
"336",126
"337",129
"338",125
"339",124
"340",123
"341",122
"342",121
"343",120
"344",119
"345",400
"346",207
"347",118
"348",117
"349",116
"350",115
"351",114
"352",113
"353",112
"354",317
"355",111
"356",110
"357",109
"358",108
"359",107
"360",106
"361",105
"362",333
"363",104
"364",103
"365",102
"366",101
"367",414
"368",100
"369",99
"370",98
"371",97
"372",96
"373",95
"374",94
"375",93
"376",92
"377",91
"378",90
"379",89
"380",88
"381",87
"382",86
"383",85
"384",84
"385",83
"386",82
"387",81
"388",80
"389",79
"390",78
"391",77
"392",76
"393",75
"394",74
"395",73
"396",72
"397",71
"398",306
"399",70
"400",69
"401",68
"402",67
"403",66
"404",65
"405",64
"406",59
"407",63
"408",62
"409",61
"410",60
"411",59
"412",58
"413",281
"414",57
"415",56
"416",55
"417",54
"418",53
"419",52
"420",51
"421",50
"422",49
"423",48
"424",47
"425",3
"426",46
"427",45
"428",44
"429",370
"430",43
"431",275
"432",42
"433",40
"434",41
"435",40
"436",39
"437",38
"438",37
"439",36
"440",35
"441",34
"442",33
"443",32
"444",31
"445",30
"446",29
"447",28
"448",27
"449",26
"450",25
"451",24
"452",23
"453",22
"454",21
"455",20
"456",19
"457",18
"458",17
"459",16
"460",15
"461",14
"462",13
"463",12
"464",11
"465",10
"466",9
"467",8
"468",7
"469",6
"470",5
"471",4
"472",3
"473",2
"474",1
