"Gene_ID","Cluster_ID"
"1",110
"2",362
"3",361
"4",156
"5",360
"6",359
"7",358
"8",357
"9",356
"10",227
"11",113
"12",354
"13",353
"14",352
"15",360
"16",351
"17",358
"18",350
"19",16
"20",349
"21",348
"22",4
"23",156
"24",347
"25",346
"26",345
"27",344
"28",343
"29",342
"30",341
"31",227
"32",104
"33",3
"34",3
"35",340
"36",339
"37",338
"38",337
"39",336
"40",335
"41",156
"42",334
"43",248
"44",333
"45",332
"46",331
"47",330
"48",329
"49",328
"50",347
"51",264
"52",327
"53",326
"54",133
"55",159
"56",325
"57",324
"58",323
"59",322
"60",321
"61",320
"62",3
"63",319
"64",318
"65",317
"66",55
"67",316
"68",6
"69",315
"70",314
"71",313
"72",312
"73",311
"74",310
"75",307
"76",309
"77",308
"78",174
"79",307
"80",306
"81",305
"82",6
"83",304
"84",304
"85",303
"86",302
"87",245
"88",301
"89",146
"90",300
"91",299
"92",3
"93",298
"94",297
"95",296
"96",295
"97",294
"98",293
"99",300
"100",292
"101",294
"102",291
"103",290
"104",289
"105",288
"106",122
"107",287
"108",286
"109",285
"110",185
"111",265
"112",284
"113",132
"114",283
"115",282
"116",344
"117",281
"118",156
"119",280
"120",158
"121",6
"122",279
"123",278
"124",277
"125",276
"126",275
"127",274
"128",273
"129",272
"130",271
"131",270
"132",269
"133",268
"134",267
"135",266
"136",265
"137",264
"138",263
"139",262
"140",344
"141",261
"142",260
"143",59
"144",259
"145",258
"146",353
"147",257
"148",256
"149",255
"150",254
"151",278
"152",253
"153",252
"154",251
"155",250
"156",358
"157",249
"158",248
"159",247
"160",246
"161",246
"162",245
"163",243
"164",242
"165",241
"166",240
"167",3
"168",3
"169",3
"170",3
"171",239
"172",238
"173",237
"174",236
"175",235
"176",234
"177",233
"178",232
"179",231
"180",230
"181",229
"182",228
"183",227
"184",132
"185",226
"186",225
"187",224
"188",223
"189",222
"190",306
"191",221
"192",122
"193",220
"194",219
"195",218
"196",217
"197",158
"198",4
"199",216
"200",215
"201",159
"202",158
"203",6
"204",6
"205",214
"206",6
"207",213
"208",212
"209",211
"210",210
"211",86
"212",209
"213",208
"214",207
"215",206
"216",205
"217",204
"218",203
"219",202
"220",201
"221",200
"222",199
"223",164
"224",197
"225",196
"226",195
"227",194
"228",193
"229",250
"230",192
"231",191
"232",190
"233",3
"234",189
"235",188
"236",187
"237",186
"238",185
"239",184
"240",183
"241",182
"242",181
"243",122
"244",180
"245",177
"246",267
"247",179
"248",198
"249",178
"250",177
"251",176
"252",175
"253",174
"254",173
"255",172
"256",171
"257",156
"258",159
"259",170
"260",169
"261",168
"262",120
"263",167
"264",275
"265",166
"266",165
"267",164
"268",163
"269",162
"270",161
"271",43
"272",160
"273",159
"274",159
"275",6
"276",158
"277",43
"278",157
"279",156
"280",155
"281",154
"282",355
"283",153
"284",4
"285",152
"286",151
"287",56
"288",150
"289",149
"290",148
"291",147
"292",146
"293",72
"294",145
"295",144
"296",6
"297",143
"298",142
"299",141
"300",140
"301",17
"302",139
"303",236
"304",138
"305",137
"306",136
"307",135
"308",114
"309",134
"310",345
"311",133
"312",114
"313",132
"314",132
"315",122
"316",114
"317",131
"318",122
"319",121
"320",92
"321",130
"322",129
"323",128
"324",127
"325",126
"326",125
"327",124
"328",113
"329",123
"330",122
"331",121
"332",171
"333",120
"334",119
"335",8
"336",118
"337",120
"338",117
"339",116
"340",115
"341",114
"342",113
"343",112
"344",111
"345",343
"346",180
"347",110
"348",109
"349",108
"350",107
"351",106
"352",105
"353",104
"354",278
"355",103
"356",102
"357",101
"358",100
"359",99
"360",98
"361",97
"362",288
"363",96
"364",95
"365",94
"366",93
"367",355
"368",92
"369",91
"370",90
"371",89
"372",88
"373",87
"374",86
"375",85
"376",84
"377",83
"378",82
"379",81
"380",80
"381",79
"382",78
"383",77
"384",76
"385",64
"386",75
"387",74
"388",73
"389",72
"390",71
"391",70
"392",69
"393",68
"394",67
"395",66
"396",65
"397",64
"398",267
"399",63
"400",62
"401",61
"402",60
"403",59
"404",58
"405",57
"406",52
"407",56
"408",55
"409",54
"410",53
"411",52
"412",52
"413",244
"414",51
"415",50
"416",49
"417",48
"418",47
"419",46
"420",45
"421",44
"422",43
"423",42
"424",41
"425",3
"426",40
"427",39
"428",38
"429",3
"430",3
"431",3
"432",3
"433",3
"434",3
"435",3
"436",37
"437",36
"438",35
"439",34
"440",33
"441",32
"442",31
"443",30
"444",29
"445",28
"446",27
"447",26
"448",25
"449",24
"450",23
"451",22
"452",21
"453",6
"454",20
"455",19
"456",18
"457",17
"458",16
"459",15
"460",14
"461",13
"462",12
"463",11
"464",10
"465",9
"466",8
"467",7
"468",6
"469",5
"470",4
"471",4
"472",3
"473",2
"474",1
