"Gene_ID","Cluster_ID"
"1",1816
"2",2914
"3",2912
"4",2911
"5",2910
"6",2909
"7",2908
"8",1714
"9",2906
"10",2914
"11",963
"12",2077
"13",2424
"14",2820
"15",867
"16",2485
"17",2901
"18",2631
"19",2900
"20",2898
"21",2043
"22",1571
"23",2678
"24",2897
"25",2813
"26",2896
"27",2895
"28",2893
"29",348
"30",2892
"31",2891
"32",2890
"33",657
"34",126
"35",2888
"36",2887
"37",1147
"38",2886
"39",2334
"40",2177
"41",2885
"42",1632
"43",1400
"44",1770
"45",2521
"46",1062
"47",2881
"48",2880
"49",2472
"50",2879
"51",1897
"52",2877
"53",2876
"54",2875
"55",2874
"56",2873
"57",2872
"58",1534
"59",2871
"60",2870
"61",2261
"62",1573
"63",445
"64",254
"65",2868
"66",667
"67",2867
"68",2866
"69",2865
"70",1033
"71",2222
"72",2863
"73",2862
"74",2054
"75",655
"76",2860
"77",2269
"78",2859
"79",760
"80",2749
"81",2858
"82",2857
"83",2080
"84",2856
"85",2855
"86",2854
"87",2853
"88",270
"89",2852
"90",2851
"91",18
"92",2849
"93",2336
"94",2848
"95",2847
"96",2385
"97",2846
"98",2845
"99",2844
"100",2843
"101",367
"102",2821
"103",2841
"104",2840
"105",2713
"106",891
"107",573
"108",2839
"109",2838
"110",2837
"111",1239
"112",2836
"113",2835
"114",2834
"115",2101
"116",2833
"117",2009
"118",2832
"119",2831
"120",2830
"121",2829
"122",902
"123",2815
"124",2233
"125",2103
"126",2828
"127",2827
"128",2826
"129",1505
"130",2200
"131",2825
"132",908
"133",2824
"134",2823
"135",2822
"136",2821
"137",2820
"138",2819
"139",2818
"140",682
"141",2675
"142",1903
"143",911
"144",2817
"145",1786
"146",702
"147",2816
"148",1478
"149",2815
"150",2814
"151",472
"152",2275
"153",2813
"154",2812
"155",425
"156",2810
"157",2809
"158",2808
"159",2807
"160",2806
"161",1023
"162",1048
"163",1821
"164",2805
"165",582
"166",2804
"167",2803
"168",865
"169",811
"170",2802
"171",1242
"172",1821
"173",790
"174",2234
"175",2797
"176",1767
"177",2248
"178",223
"179",2584
"180",2796
"181",2794
"182",2793
"183",2792
"184",1689
"185",1830
"186",2465
"187",2438
"188",6
"189",1553
"190",1232
"191",2790
"192",2789
"193",867
"194",504
"195",2788
"196",2596
"197",2787
"198",2786
"199",2785
"200",233
"201",423
"202",2784
"203",2783
"204",2676
"205",2782
"206",2781
"207",2780
"208",2779
"209",2592
"210",2776
"211",2773
"212",1964
"213",2772
"214",2182
"215",725
"216",2771
"217",2769
"218",375
"219",2768
"220",2767
"221",2026
"222",2766
"223",384
"224",2544
"225",2765
"226",71
"227",2764
"228",1973
"229",2763
"230",2478
"231",2735
