"Gene_ID","Cluster_ID"
"1",4151
"2",4150
"3",4148
"4",4147
"5",4146
"6",4145
"7",4144
"8",4143
"9",4141
"10",4150
"11",4149
"12",4140
"13",4139
"14",4138
"15",4137
"16",4135
"17",4126
"18",4125
"19",4124
"20",4122
"21",4121
"22",4120
"23",4119
"24",4118
"25",4117
"26",4116
"27",4115
"28",4110
"29",4109
"30",4108
"31",4107
"32",4106
"33",4105
"34",4102
"35",4101
"36",4100
"37",4099
"38",4098
"39",4097
"40",4096
"41",4095
"42",4088
"43",4087
"44",4086
"45",4085
"46",4082
"47",4081
"48",4080
"49",4079
"50",4078
"51",4077
"52",4076
"53",4074
"54",4073
"55",4072
"56",4071
"57",4069
"58",4068
"59",4067
"60",4066
"61",4065
"62",4064
"63",4063
"64",4062
"65",4060
"66",4059
"67",4058
"68",4056
"69",4055
"70",4051
"71",4050
"72",4049
"73",4048
"74",4047
"75",4046
"76",4045
"77",4044
"78",4043
"79",4042
"80",4041
"81",4040
"82",4039
"83",4075
"84",4038
"85",4037
"86",4035
"87",4034
"88",4033
"89",4032
"90",4031
"91",4030
"92",4029
"93",4028
"94",4027
"95",4026
"96",4025
"97",4024
"98",4023
"99",4022
"100",4021
"101",4020
"102",4019
"103",4018
"104",4017
"105",4016
"106",4014
"107",4013
"108",4012
"109",4011
"110",4010
"111",4009
"112",4007
"113",4006
"114",4005
"115",4004
"116",4002
"117",4000
"118",3999
"119",3998
"120",3997
"121",3996
"122",3995
"123",3994
"124",3993
"125",3992
"126",3991
"127",3990
"128",3989
"129",3988
"130",3987
"131",3986
"132",3985
"133",3984
"134",3982
"135",3981
"136",3980
"137",3979
"138",3978
"139",3977
"140",3976
"141",3975
"142",3974
"143",3973
"144",3972
"145",3971
"146",4070
"147",3969
"148",3968
"149",3967
"150",3966
"151",3965
"152",3964
"153",3963
"154",3961
"155",3960
"156",3959
"157",3958
"158",3957
"159",3956
"160",3955
"161",3954
"162",3953
"163",3952
"164",3951
"165",3950
"166",3949
"167",3948
"168",3947
"169",3946
"170",3945
"171",3943
"172",3941
"173",3939
"174",3938
"175",3936
"176",3935
"177",3934
"178",3933
"179",3931
"180",3930
"181",3928
"182",3927
"183",3926
"184",3925
"185",3924
"186",3923
"187",3922
"188",3921
"189",3911
"190",3907
