"Gene_ID","Cluster_ID"
"1",4085
"2",4084
"3",4081
"4",4080
"5",4079
"6",4078
"7",4077
"8",4076
"9",4074
"10",4084
"11",4083
"12",4073
"13",4072
"14",4071
"15",4070
"16",4069
"17",4061
"18",4060
"19",4059
"20",4057
"21",2563
"22",4056
"23",4055
"24",4054
"25",4053
"26",4052
"27",4051
"28",4046
"29",4045
"30",4044
"31",4043
"32",4042
"33",4041
"34",4038
"35",4037
"36",4036
"37",4035
"38",4034
"39",4033
"40",4032
"41",4031
"42",4025
"43",4024
"44",4023
"45",4022
"46",4019
"47",4018
"48",4017
"49",4016
"50",4015
"51",4014
"52",4013
"53",4011
"54",4010
"55",4009
"56",4008
"57",4006
"58",4005
"59",4004
"60",4003
"61",4002
"62",4001
"63",4000
"64",3999
"65",3997
"66",3996
"67",3995
"68",3402
"69",3993
"70",3989
"71",3988
"72",3987
"73",3986
"74",3985
"75",3984
"76",3983
"77",1802
"78",3981
"79",3980
"80",3979
"81",3978
"82",3977
"83",4012
"84",3976
"85",3975
"86",3973
"87",3972
"88",3971
"89",3970
"90",3969
"91",3968
"92",3967
"93",3966
"94",3965
"95",3964
"96",284
"97",3963
"98",3962
"99",3961
"100",3960
"101",3959
"102",3958
"103",3957
"104",3956
"105",3955
"106",3953
"107",3952
"108",3951
"109",3950
"110",3949
"111",3948
"112",3946
"113",3945
"114",3944
"115",3943
"116",3941
"117",3939
"118",3938
"119",3937
"120",3936
"121",3935
"122",3934
"123",3933
"124",3932
"125",3931
"126",3930
"127",3929
"128",3928
"129",3927
"130",3926
"131",3925
"132",3924
"133",3923
"134",3921
"135",3920
"136",3919
"137",3918
"138",3917
"139",3916
"140",3915
"141",3914
"142",3913
"143",3912
"144",3911
"145",3910
"146",4007
"147",3908
"148",3907
"149",3906
"150",3905
"151",3904
"152",3903
"153",3902
"154",3900
"155",3899
"156",3898
"157",3897
"158",3896
"159",3895
"160",3894
"161",3893
"162",3892
"163",3891
"164",3890
"165",3889
"166",3888
"167",3887
"168",3886
"169",3885
"170",3585
"171",3883
"172",3881
"173",3879
"174",3878
"175",3876
"176",3875
"177",3874
"178",3873
"179",3871
"180",3870
"181",3868
"182",3867
"183",3866
"184",3865
"185",3864
"186",3863
"187",3862
"188",3861
"189",1143
"190",3852
"191",3851
"192",3850
"193",4070
"194",3849
"195",3848
"196",3847
"197",3846
"198",3845
"199",3844
"200",3843
"201",3842
"202",3841
"203",3840
"204",3839
"205",3838
"206",3837
"207",3836
"208",3835
"209",3834
"210",3822
"211",3814
"212",3813
"213",3812
