"Gene_ID","Cluster_ID"
"1",8808
"2",8806
"3",8803
"4",8801
"5",8799
"6",8798
"7",8796
"8",8795
"9",8793
"10",8792
"11",8788
"12",8787
"13",8786
"14",8785
"15",8784
"16",8782
"17",8781
"18",8780
"19",8779
"20",8778
"21",8776
"22",8775
"23",8774
"24",8773
"25",8772
"26",8771
"27",8770
"28",8769
"29",8768
"30",8767
"31",8766
"32",8765
"33",8764
"34",8762
"35",8761
"36",8760
"37",8759
"38",8758
"39",8757
"40",8756
"41",8755
"42",8754
"43",8753
"44",8752
"45",8751
"46",8750
"47",8749
"48",8748
"49",8746
"50",8745
"51",8744
"52",8743
"53",8742
"54",8741
"55",8740
"56",8739
"57",8738
"58",8737
"59",8736
"60",8733
"61",8732
"62",8731
"63",8730
"64",8729
"65",8727
"66",8726
"67",8725
"68",8724
"69",8723
"70",8722
"71",8721
"72",8720
"73",8716
"74",8715
"75",8714
"76",8713
"77",8711
"78",8711
"79",8710
"80",8708
"81",8707
"82",8706
"83",8702
"84",8701
"85",8700
"86",8699
"87",8698
"88",8697
"89",8696
"90",8695
"91",8694
"92",8693
"93",8692
"94",8691
"95",8690
"96",8689
"97",8688
"98",8687
"99",8801
"100",8686
"101",8728
"102",8685
"103",8684
"104",8683
"105",8682
"106",8680
"107",8677
"108",8676
"109",8675
"110",8674
"111",8673
"112",8672
"113",8671
"114",8670
"115",8669
"116",8668
"117",8667
"118",8666
"119",8664
"120",8772
"121",8663
"122",8662
"123",8661
"124",8807
"125",8658
"126",8657
"127",8656
"128",8673
"129",8655
"130",8654
"131",8653
"132",8762
"133",8651
"134",8648
"135",8640
"136",8639
"137",8638
"138",8637
"139",8635
"140",8634
"141",8633
"142",8632
"143",8631
"144",8630
"145",8754
"146",8629
"147",8628
"148",8627
"149",8626
"150",8625
"151",8624
"152",8623
"153",8622
"154",8621
"155",8620
"156",8619
"157",8618
"158",8616
"159",8615
"160",8614
"161",8613
"162",8609
"163",8608
"164",8607
"165",8606
"166",8604
"167",8603
"168",8602
"169",8601
"170",8600
"171",8599
"172",8598
"173",8597
"174",8596
"175",8595
"176",8594
"177",8593
"178",8592
"179",8591
"180",8590
"181",8589
"182",8588
"183",8587
"184",8586
"185",8585
"186",8583
"187",8582
"188",8581
"189",8580
"190",8579
"191",8578
"192",8577
"193",8576
"194",8575
"195",8574
"196",8573
"197",8572
"198",8571
"199",8570
"200",8569
"201",8568
"202",8567
"203",8566
"204",8565
"205",8564
"206",8563
"207",8562
"208",8561
"209",8560
"210",8559
"211",8558
"212",8557
"213",8556
"214",8555
"215",8554
"216",8553
"217",8552
"218",8551
"219",8548
"220",8546
"221",8545
"222",8544
"223",8543
"224",8542
"225",8541
"226",8540
"227",8807
"228",8538
"229",8549
"230",8535
"231",8533
"232",8532
"233",8790
"234",8804
"235",8529
"236",8524
