"Gene_ID","Cluster_ID"
"1",8022
"2",8020
"3",8018
"4",8016
"5",8014
"6",8013
"7",8011
"8",8010
"9",8008
"10",8007
"11",8005
"12",8004
"13",8003
"14",8002
"15",8001
"16",6700
"17",7999
"18",7998
"19",7997
"20",7996
"21",7994
"22",7993
"23",7992
"24",7991
"25",7990
"26",7989
"27",7988
"28",7987
"29",7986
"30",7985
"31",4173
"32",7984
"33",7983
"34",4136
"35",7981
"36",7368
"37",7980
"38",7979
"39",7978
"40",7977
"41",7976
"42",7975
"43",7974
"44",7973
"45",7972
"46",2967
"47",7971
"48",7970
"49",7968
"50",7967
"51",7966
"52",6485
"53",7964
"54",7963
"55",2726
"56",7961
"57",7960
"58",7959
"59",7958
"60",7955
"61",7954
"62",7953
"63",6724
"64",7952
"65",7951
"66",1671
"67",7950
"68",7949
"69",7948
"70",7947
"71",7946
"72",7945
"73",7942
"74",7941
"75",7940
"76",7939
"77",7937
"78",7937
"79",7936
"80",7934
"81",7933
"82",7932
"83",7904
"84",7928
"85",3814
"86",7926
"87",7925
"88",7924
"89",7923
"90",7922
"91",7921
"92",7920
"93",7919
"94",7918
"95",7917
"96",7916
"97",7915
"98",7914
"99",8016
"100",7913
"101",870
"102",7912
"103",5507
"104",7911
"105",7910
"106",7908
"107",7906
"108",1919
"109",7397
"110",7904
"111",7903
"112",7902
"113",4768
"114",7901
"115",7900
"116",7899
"117",7898
"118",7897
"119",1070
"120",7990
"121",7895
"122",7894
"123",7893
"124",8021
"125",7890
"126",7889
"127",7888
"128",7903
"129",7887
"130",7886
"131",7885
"132",2176
"133",7883
"134",7880
"135",7876
"136",7875
"137",7874
"138",7873
"139",7871
"140",7870
"141",7869
"142",7868
"143",7867
"144",7866
"145",7975
"146",7865
"147",1614
"148",7864
"149",7863
"150",7862
"151",1699
"152",7861
"153",7860
"154",7859
"155",1870
"156",7858
"157",7857
"158",7856
"159",2714
"160",7855
"161",7854
"162",7231
"163",7850
"164",7849
"165",7848
"166",7846
"167",7845
"168",7844
"169",6140
"170",7842
"171",2740
"172",7841
"173",7840
"174",7839
"175",7475
"176",7838
"177",5810
"178",7837
"179",7836
"180",7835
"181",7834
"182",7833
"183",7832
"184",7831
"185",7830
"186",7828
"187",7827
"188",7826
"189",7825
"190",7824
"191",7823
"192",7822
"193",7821
"194",4671
"195",7820
"196",7819
"197",7818
"198",2097
"199",7817
"200",7816
"201",7815
"202",7814
"203",7813
"204",5279
"205",7812
"206",7811
"207",2200
"208",7810
"209",2437
"210",7809
"211",3746
"212",7808
"213",7807
"214",5337
"215",7806
"216",7805
"217",7804
"218",7803
"219",7801
"220",7799
"221",7798
"222",7797
"223",3804
"224",7796
"225",6443
"226",7795
"227",8021
"228",7794
"229",851
"230",7791
"231",7731
"232",4299
"233",394
"234",8019
"235",7786
"236",7782
"237",7781
"238",7846
"239",7780
"240",7953
"241",7779
"242",7778
"243",7777
"244",7776
"245",6392
"246",7775
"247",7774
"248",7773
"249",7772
"250",7771
"251",7851
"252",7770
"253",7769
"254",4878
"255",7768
"256",7767
"257",6268
"258",5381
"259",5593
"260",7766
"261",7765
"262",5729
"263",7764
"264",7763
"265",4919
"266",7760
"267",7759
"268",7756
"269",7753
"270",7752
"271",5725
"272",7750
"273",2680
"274",8000
"275",7908
"276",7749
"277",6151
"278",6444
"279",4159
"280",7745
"281",7744
"282",3449
"283",7742
"284",4874
"285",7741
"286",3030
"287",1313
"288",7740
"289",7739
"290",7737
"291",7735
"292",1519
"293",7734
"294",7733
"295",1334
"296",7732
"297",7731
"298",813
"299",7729
"300",7728
"301",7727
"302",7725
"303",7724
"304",7723
"305",7722
"306",7719
"307",7718
"308",7715
"309",7794
"310",8020
"311",7714
"312",7711
"313",7710
"314",7709
"315",7708
"316",7707
"317",7705
"318",7705
"319",7704
"320",6406
"321",7702
"322",1829
"323",7700
"324",7698
"325",6051
"326",7697
"327",7696
"328",7695
"329",6396
"330",7694
"331",7693
"332",7691
"333",7690
"334",7689
"335",7688
"336",7691
"337",7687
"338",7686
"339",7685
"340",7684
"341",7680
"342",7679
"343",7678
"344",7677
"345",7676
"346",7675
"347",7674
"348",7673
"349",7672
"350",7671
"351",7670
"352",7669
"353",7668
"354",7667
"355",7666
"356",7665
"357",7664
"358",2679
"359",2358
"360",7663
"361",7662
"362",7661
"363",7660
"364",3288
"365",7658
"366",7657
"367",4322
"368",7655
"369",7654
"370",7653
"371",7652
"372",7651
"373",7650
"374",7649
"375",7648
"376",7647
"377",7646
"378",7645
"379",7644
"380",7643
"381",7642
"382",7641
"383",7640
"384",7639
"385",7638
"386",7637
"387",7636
"388",7635
"389",7634
"390",7633
"391",3755
"392",7632
"393",7631
"394",7630
"395",7629
"396",7628
"397",7627
"398",7626
"399",7625
"400",7624
"401",259
"402",7623
"403",7622
"404",7621
"405",7620
"406",7619
"407",7911
"408",7618
"409",7617
"410",7616
"411",6051
"412",7614
"413",7613
"414",7611
"415",1962
"416",4358
"417",7608
"418",7607
"419",7606
"420",7603
"421",7601
"422",7600
"423",7599
"424",7598
"425",7597
"426",3290
"427",4255
"428",3865
"429",3692
"430",7596
"431",7595
"432",7594
"433",7593
"434",7592
"435",7591
"436",7590
"437",7589
"438",7937
"439",7588
"440",7587
"441",7586
"442",7585
"443",7583
"444",7582
"445",7581
"446",7580
"447",7579
"448",7578
"449",7577
"450",7576
"451",7575
"452",7574
"453",7573
"454",7572
"455",7571
"456",7569
"457",7568
"458",7566
"459",7565
"460",7564
"461",7563
"462",7562
"463",7561
"464",7560
"465",7559
"466",7558
"467",7557
"468",7556
"469",7555
"470",7554
"471",7553
"472",7551
"473",7550
"474",7549
"475",3077
"476",7546
"477",7545
"478",7544
"479",7543
"480",7542
"481",7541
"482",5071
"483",4755
"484",7540
"485",7539
"486",7538
"487",7537
"488",7536
"489",8020
"490",7782
"491",8016
"492",8018
"493",7535
"494",8000
"495",7534
"496",7794
"497",4536
"498",7977
"499",7532
"500",7531
"501",7530
"502",7953
"503",7528
"504",7525
"505",7524
"506",7523
"507",4992
"508",7522
"509",7520
"510",7873
"511",7519
"512",7754
"513",7518
"514",8019
"515",7707
"516",3188
"517",7517
"518",7515
"519",7513
"520",7512
"521",7511
"522",7510
"523",7509
"524",7508
"525",7507
"526",7506
"527",7571
"528",7929
"529",7505
"530",7503
"531",7502
"532",7501
"533",1012
"534",7500
"535",7499
"536",7498
"537",4504
"538",7497
"539",7496
"540",7495
"541",7494
"542",7493
"543",7491
"544",1010
"545",7490
"546",7489
"547",7488
"548",7487
"549",7793
"550",7486
"551",7485
"552",7484
"553",7483
"554",7482
"555",7792
"556",2602
"557",7481
"558",7480
"559",7479
"560",7478
"561",7477
"562",6735
"563",7475
"564",3868
"565",7474
"566",7473
"567",3709
"568",7472
"569",7471
"570",7470
"571",7469
"572",7468
"573",7467
"574",7463
"575",7462
"576",4468
"577",8020
"578",7461
"579",7460
"580",4689
"581",7459
"582",5608
"583",1116
"584",7458
"585",7457
"586",7456
"587",7455
"588",6114
"589",7454
"590",7453
"591",7452
"592",7451
"593",7450
"594",7449
"595",7905
"596",7448
"597",7447
"598",1406
"599",7445
"600",7529
"601",7444
"602",7762
"603",7443
"604",7442
"605",7441
"606",7440
"607",7439
"608",7438
"609",7525
"610",7437
"611",7436
"612",7759
"613",7435
"614",7789
"615",7434
"616",7433
"617",7432
"618",7431
"619",7430
"620",7464
"621",6357
"622",7429
"623",4598
"624",7750
"625",586
"626",7427
"627",7426
"628",7425
"629",7424
"630",7908
"631",7423
"632",7422
"633",7421
"634",7259
"635",8019
"636",6101
"637",372
"638",7419
"639",7418
"640",7417
"641",4895
"642",4301
"643",7721
"644",7415
"645",7414
"646",2494
"647",7413
"648",7412
"649",7411
"650",7408
"651",7407
"652",7405
"653",6848
"654",7403
"655",7402
"656",7400
"657",7399
"658",7398
"659",7397
"660",7396
"661",3449
"662",7395
"663",7394
"664",2082
"665",7393
"666",7391
"667",4095
"668",2557
"669",7390
"670",795
"671",7389
"672",7994
"673",7388
"674",7387
"675",7386
"676",1394
"677",7385
"678",7384
"679",7381
"680",3562
"681",5608
"682",7380
"683",7379
"684",7378
"685",7377
"686",7376
"687",7375
"688",7374
"689",7735
"690",7373
"691",7372
"692",7370
"693",7369
"694",7368
"695",8022
"696",7367
"697",7366
"698",7365
"699",7364
"700",7363
"701",7362
"702",533
"703",2850
"704",5726
"705",7360
"706",4826
"707",7358
"708",7357
"709",7355
"710",7354
"711",5154
"712",7353
"713",7352
"714",7351
"715",7350
"716",7349
"717",7726
"718",2637
"719",7348
"720",7347
"721",7346
"722",7345
"723",7344
"724",7343
"725",7342
"726",7340
"727",3940
"728",7339
"729",7338
"730",7337
"731",7719
"732",7336
"733",7335
"734",7333
"735",5216
"736",7278
"737",7894
"738",7303
"739",2317
"740",6272
"741",7330
"742",7328
"743",7327
"744",7326
"745",7325
"746",7324
"747",7323
"748",7322
"749",7321
"750",1583
"751",7320
"752",7319
"753",7318
"754",7317
"755",2294
"756",7314
"757",7313
"758",7312
"759",7311
"760",7310
"761",7309
"762",589
"763",7308
"764",7307
"765",7306
"766",7305
"767",7304
"768",7303
"769",7302
"770",7301
"771",7300
"772",7985
"773",7705
"774",7299
"775",7298
"776",7297
"777",7296
"778",7295
"779",7294
"780",7293
"781",7292
"782",7291
"783",7290
"784",8008
"785",149
"786",7289
"787",7288
"788",7286
"789",7285
"790",7284
"791",7283
"792",7282
"793",7281
"794",7280
"795",7279
