"Gene_ID","Cluster_ID"
"1",8676
"2",8674
"3",8672
"4",8670
"5",8668
"6",8667
"7",8665
"8",8664
"9",8662
"10",8661
"11",8658
"12",8657
"13",8656
"14",8655
"15",8654
"16",8652
"17",8651
"18",8650
"19",8649
"20",8648
"21",8646
"22",8645
"23",8644
"24",8643
"25",8642
"26",8641
"27",8640
"28",8639
"29",8638
"30",8637
"31",8636
"32",8635
"33",8634
"34",8632
"35",8631
"36",8630
"37",8629
"38",8628
"39",8627
"40",8626
"41",8625
"42",8624
"43",8623
"44",8622
"45",8621
"46",8620
"47",8619
"48",8618
"49",8616
"50",8615
"51",8614
"52",6919
"53",8612
"54",8611
"55",8610
"56",8609
"57",8608
"58",8607
"59",8606
"60",8603
"61",8602
"62",8601
"63",8600
"64",8599
"65",8597
"66",1704
"67",8596
"68",8595
"69",8594
"70",8593
"71",8592
"72",8591
"73",8587
"74",8586
"75",8585
"76",8584
"77",8582
"78",8582
"79",8581
"80",8579
"81",8578
"82",8577
"83",8573
"84",8572
"85",8571
"86",8570
"87",8569
"88",8568
"89",8567
"90",8566
"91",8565
"92",8564
"93",8563
"94",8562
"95",8561
"96",8560
"97",8559
"98",8558
"99",8670
"100",8557
"101",8598
"102",8556
"103",8555
"104",8554
"105",8553
"106",8551
"107",8548
"108",8547
"109",8546
"110",8545
"111",8544
"112",8543
"113",8542
"114",8541
"115",8540
"116",8539
"117",8538
"118",8537
"119",8535
"120",8642
"121",8534
"122",8533
"123",8532
"124",8675
"125",8529
"126",8528
"127",8527
"128",8544
"129",8526
"130",8525
"131",8524
"132",8632
"133",8522
"134",8515
"135",8513
"136",8512
"137",8511
"138",8510
"139",8508
"140",8507
"141",8506
"142",8505
"143",8504
"144",8503
"145",8624
"146",8502
"147",8501
"148",8500
"149",8499
"150",8498
"151",1732
"152",8497
"153",8496
"154",8495
"155",8494
"156",8493
"157",8492
"158",8490
"159",8489
"160",8488
"161",8487
"162",8483
"163",8482
"164",8481
"165",8480
"166",8478
"167",8477
"168",8476
"169",8475
"170",8474
"171",8473
"172",8472
"173",6149
"174",8471
"175",8470
"176",8469
"177",8468
"178",8467
"179",8466
"180",8465
"181",8464
"182",8463
"183",8462
"184",8461
"185",8460
"186",8458
"187",8457
"188",8456
"189",8455
"190",8454
"191",8453
"192",8452
"193",8451
"194",4884
"195",8450
"196",8449
"197",8448
"198",8447
"199",8446
"200",8445
"201",8444
"202",8443
"203",8442
"204",8441
"205",8440
"206",8439
"207",8438
"208",8437
"209",8436
"210",8435
"211",8434
"212",8433
"213",8432
"214",8431
"215",8430
"216",8429
"217",8428
"218",8427
"219",8424
"220",8422
"221",8421
"222",8420
"223",8419
"224",8418
"225",8417
"226",8416
"227",8675
"228",8414
"229",8425
"230",8411
"231",8409
"232",8408
"233",397
"234",8673
"235",8405
"236",8400
"237",8399
"238",8478
"239",8398
"240",8601
"241",8397
"242",8396
"243",8395
"244",8394
"245",8573
"246",8393
"247",8392
"248",8391
"249",8390
"250",8389
"251",8484
"252",8388
"253",8387
"254",5121
"255",8386
"256",8385
"257",8384
"258",8382
"259",8381
"260",8380
"261",8379
"262",8378
"263",8377
"264",8375
"265",8373
"266",8372
"267",8371
"268",8368
